
Connected to: Oracle Database 11g Express Edition Release 11.2.0.2.0 - Production

Export file created by EXPORT:V11.02.00 via conventional path
. . importing table                "DT_PARAMETROS"          1 rows imported
. . importing table                  "DT_UNIDADES"          0 rows imported
. . importing table                   "EP_CAP_JUR"          6 rows imported
. . importing table                     "EP_CARGO"          1 rows imported
. . importing table                       "EP_CDP"         13 rows imported
. . importing table                 "EP_CLAUSULAS"        225 rows imported
. . importing table             "EP_CODIGOSUNSPSC"      53323 rows imported
. . importing table                    "EP_CONMUN"          4 rows imported
. . importing table                "EP_DT_CAP_JUR"         10 rows imported
. . importing table               "EP_DT_UNIDADES"          1 rows imported
. . importing table                    "EP_ESPTEC"          2 rows imported
. . importing table                   "EP_ESTADOS"          4 rows imported
. . importing table                    "EP_ESTFLU"          4 rows imported
. . importing table                "EP_FORMA_PAGO"         23 rows imported
. . importing table                 "EP_HESTADOEP"         68 rows imported
. . importing table                      "EP_MPAA"          1 rows imported
. . importing table             "EP_OBLIGACIONESC"         17 rows imported
. . importing table             "EP_OBLIGACIONESE"         11 rows imported
. . importing table                       "EP_PAA"          5 rows imported
. . importing table                "EP_PAA_UNSPSC"          0 rows imported
. . importing table                   "EP_POLIZAS"          3 rows imported
. . importing table                  "EP_POLIZAS2"         13 rows imported
. . importing table                 "EP_PROYECTOS"         14 rows imported
. . importing table                   "EP_RIESGOS"          7 rows imported
. . importing table                "EP_RUBROS_CDP"          5 rows imported
. . importing table                    "EP_UNSPSC"          0 rows imported
. . importing table                      "ESTADOS"         12 rows imported
. . importing table             "ESTADOSGENERALES"          6 rows imported
. . importing table                 "ESTCONTRATOS"       3986 rows imported
. . importing table                      "ESTPREV"         64 rows imported
. . importing table                     "EST_RUTA"         23 rows imported
. . importing table                       "ETAPAS"          5 rows imported
. . importing table                     "FESTIVOS"        236 rows imported
. . importing table               "GD_DDOCUMENTOS"         60 rows imported
. . importing table                "GD_DOCUMENTOS"         60 rows imported
. . importing table                 "GD_DOC_ACTAS"         27 rows imported
. . importing table               "GPOBLIGACIONES"        175 rows imported
. . importing table                    "GPPOLIZAS"        195 rows imported
. . importing table                "GPPROPONENTES"        116 rows imported
. . importing table                  "GPPROYECTOS"         28 rows imported
. . importing table                    "GPROCESOS"        155 rows imported
. . importing table                   "HAUDITORIA"       1589 rows imported
. . importing table                   "HCONTRATOS"       2964 rows imported
. . importing table                "HDEP_ABOGADOS"         58 rows imported
. . importing table                      "HESTACT"       1978 rows imported
. . importing table               "HMOD_CONTRATOS"          2 rows imported
. . importing table                  "HOJAS_RUTAS"         46 rows imported
. . importing table                        "HORAS"         24 rows imported
. . importing table                    "HREVISADO"        338 rows imported
. . importing table                   "HREVSOLADI"          1 rows imported
. . importing table                  "HUSUENC_CON"         37 rows imported
. . importing table                 "HUSUENC_PCON"        223 rows imported
. . importing table                 "HUSUENC_PSOL"        292 rows imported
. . importing table              "HUSUENC_SOL_ADI"          1 rows imported
. . importing table                    "IMPUESTOS"          5 rows imported
. . importing table                "IMP_ADICIONES"          0 rows imported
. . importing table                "IMP_CONTRATOS"       4705 rows imported
. . importing table                  "INTANT_CONT"          2 rows imported
. . importing table                  "INTDOCACTAS"         22 rows imported
. . importing table              "INTENTSEGSOCIAL"          0 rows imported
. . importing table       "INTERVENTORES_CONTRATO"       1223 rows imported
. . importing table                     "INTINVAN"          4 rows imported
. . importing table                  "INTTIPO_ESS"          4 rows imported
. . importing table              "INT_CONTROL_DOC"         11 rows imported
. . importing table                "INT_DETCUENTA"          4 rows imported
. . importing table              "INT_DETTRASLADO"          5 rows imported
. . importing table               "INT_GP_CLA_EST"          2 rows imported
. . importing table                   "INT_GP_EST"          6 rows imported
. . importing table                 "INT_GP_RP_OP"          0 rows imported
. . importing table               "INT_GP_RUT_EST"          6 rows imported
. . importing table               "INT_GP_SEG_DOC"          0 rows imported
. . importing table               "INT_GP_USU_ROL"          6 rows imported
. . importing table                 "INT_INCO_SOP"         38 rows imported
. . importing table                 "INT_INFOCONT"         40 rows imported
. . importing table                   "INT_PAGOSS"         11 rows imported
. . importing table                  "INT_PAGOSST"         14 rows imported
. . importing table          "INT_PPLANTILLAS_URL"          2 rows imported
. . importing table                "INT_TRASLADOS"          3 rows imported
. . importing table                         "MENU"        129 rows imported
. . importing table                        "MENU2"        168 rows imported
. . importing table                       "MENUMB"          3 rows imported
. . importing table                  "MENU_PERFIL"          0 rows imported
. . importing table             "MIN_MOD_CONTRATO"          4 rows imported
. . importing table                      "MODULOS"          4 rows imported
. . importing table            "MOD_CDP_CONTRATOS"          0 rows imported
. . importing table              "MOD_CFORMA_PAGO"          2 rows imported
. . importing table            "MOD_COBLIGACIONES"          0 rows imported
. . importing table                   "MOD_CONMUN"          0 rows imported
. . importing table                "MOD_CONTRATOS"          1 rows imported
. . importing table              "MOD_CON_POLIZAS"          0 rows imported
. . importing table               "MOD_CPROYECTOS"          0 rows imported
. . importing table              "MOD_PROPONENTES"          1 rows imported
. . importing table         "MOD_RUBROS_CONTRATOS"          0 rows imported
. . importing table                  "MOD_TIP_PLA"          0 rows imported
. . importing table                   "MUNICIPIOS"         26 rows imported
. . importing table                    "NROCONVIG"         21 rows imported
. . importing table                      "NUMPROP"          3 rows imported
. . importing table      "ORA_ASPNET_APPLICATIONS"          1 rows imported
. . importing table        "ORA_ASPNET_MEMBERSHIP"         18 rows imported
. . importing table             "ORA_ASPNET_PATHS"          0 rows imported
. . importing table "ORA_ASPNET_PERSONALIZNALLUSERS"          0 rows imported
. . importing table "ORA_ASPNET_PERSONALIZNPERUSER"          0 rows imported
. . importing table           "ORA_ASPNET_PROFILE"          0 rows imported
. . importing table             "ORA_ASPNET_ROLES"        162 rows imported
. . importing table "ORA_ASPNET_SESSIONAPPLICATIONS"          0 rows imported
. . importing table          "ORA_ASPNET_SESSIONS"          0 rows imported
. . importing table           "ORA_ASPNET_SITEMAP"          0 rows imported
. . importing table             "ORA_ASPNET_USERS"         18 rows imported
. . importing table      "ORA_ASPNET_USERSINROLES"        489 rows imported
. . importing table         "ORA_ASPNET_WEBEVENTS"          0 rows imported
. . importing table                 "PACTIVIDADES"        303 rows imported
. . importing table                       "PAGAUT"         41 rows imported
. . importing table              "PAGOS_GPROCESOS"        132 rows imported
. . importing table              "PAGOS_PARCIALES"          0 rows imported
. . importing table                   "PCLAUSULAS"         25 rows imported
. . importing table                      "PCONMUN"         31 rows imported
. . importing table                   "PCONTRATOS"        235 rows imported
. . importing table                 "PCRONOGRAMAS"       1462 rows imported
. . importing table                  "PCRONO_DIAS"       3215 rows imported
. . importing table                     "PESTADOS"          7 rows imported
. . importing table                  "PESTADOSACT"          6 rows imported
. . importing table                 "PGCONTRATOSM"        142 rows imported
. . importing table                "PLANTILLAPPAL"          1 rows imported
. . importing table                 "PL_PLANTILLA"          2 rows imported
. . importing table                 "PL_SECCIONES"          5 rows imported
. . importing table           "PL_TIPOS_PLANTILLA"          2 rows imported
. . importing table               "POBJETOS_ITEMS"          0 rows imported
. . importing table                "POBLIGACIONES"          0 rows imported
. . importing table                      "POLIZAS"         11 rows imported
. . importing table            "POLIZAS_ADICIONES"          0 rows imported
. . importing table             "POLIZAS_CONTRATO"       7537 rows imported
. . importing table                  "PPLANTILLAS"         40 rows imported
. . importing table           "PPLANTILLAS_CAMPOS"        301 rows imported
. . importing table   "PPLANTILLAS_FORMATO_TABLAS"         10 rows imported
. . importing table                     "PPOLIZAS"          0 rows imported
. . importing table                 "PPROPONENTES"          0 rows imported
. . importing table                "PPROPONENTESS"          3 rows imported
. . importing table                   "PPROYECTOS"          0 rows imported
. . importing table                    "PROYECTOS"       1796 rows imported
. . importing table              "PR_DB_CLAUSULAS"          3 rows imported
. . importing table                 "PSOLICITUDES"        339 rows imported
. . importing table                    "PUNIDADES"          0 rows imported
. . importing table                      "REC_REG"         30 rows imported
. . importing table                           "RP"          0 rows imported
. . importing table                  "RPT_CONTROL"          2 rows imported
. . importing table                 "RP_ADICIONES"          0 rows imported
. . importing table                 "RP_CONTRATOS"       6722 rows imported
. . importing table               "RP_CONTRATOS_A"          1 rows imported
. . importing table                       "RUBROS"       1811 rows imported
. . importing table             "RUBROS_ADICIONES"          0 rows imported
. . importing table             "RUBROS_CONTRATOS"       2168 rows imported
. . importing table   "RUBROS_CONTRATOS_2008_2010"       4047 rows imported
. . importing table           "RUBROS_CONTRATOS_X"         34 rows imported
. . importing table             "RUBROS_GPROCESOS"        142 rows imported
. . importing table            "RUBROS_PCONTRATOS"          0 rows imported
. . importing table            "RUBROS_RCONTRATOS"         95 rows imported
. . importing table                       "SECTOR"          9 rows imported
. . importing table                "SOL_ADICIONES"          1 rows imported
. . importing table                     "SUBTIPOS"         40 rows imported
. . importing table        "SUPERVISORES_CONTRATO"          0 rows imported
. . importing table                     "TDOC_IDE"          6 rows imported
. . importing table                     "TERCEROS"       4870 rows imported
. . importing table              "TERCEROSDESKTOP"          4 rows imported
. . importing table                    "TIPOSCONT"          4 rows imported
. . importing table                  "TIPOSGASTOS"          6 rows imported
. . importing table                    "TIPOSPROC"         17 rows imported
. . importing table                "TIPO_ADCIONES"          5 rows imported
. . importing table                   "TIPO_AGENT"          3 rows imported
. . importing table             "TIPO_INTERVENTOR"          3 rows imported
. . importing table                    "TIPO_PAGO"          9 rows imported
. . importing table                  "TIPO_PLAZOS"          3 rows imported
. . importing table                "TIPPLANTILLAS"          6 rows imported
. . importing table                "TIPPROPONENTE"          4 rows imported
. . importing table                      "TIP_DOC"         73 rows imported
. . importing table                     "USUARIOS"         15 rows imported
. . importing table                     "VERSIONM"          1 rows imported
. . importing table                    "VIGENCIAS"          6 rows imported
IMP-00041: Warning: object created with compilation warnings
 "CREATE FORCE VIEW "SIRCC_MIG"."VGESACTAS"                       ("ESTADO_IN"
 "ICIAL","ESTADO_FINAL","FECHA","DOCUMENTO","USUARIO","NRO_CONTRATO","EXT","O"
 "BSERVACION","ID","VALOR_PAGO","ESTADO","POR_EJE_FIS","ULT","NRO_DOC","ESTAD"
 "OG","NVISITAS","FEC_FIN","CLA_DOC","EST_FIN","EST_INI","FEC_PINI","FEC_ACT""
 ","NVIS_PER","POR_EJE_FIS_PER","SALDO_PER") AS "
 "SELECT   "ESTADOS".nom_est AS estado_inicial,"
 "            "ESTADOS_1".nom_est AS estado_final,"
 "            "ESTCONTRATOS".fec_ent AS fecha,"
 "            "ESTCONTRATOS".doc_act AS documento,"
 "            "ESTCONTRATOS".usuario AS usuario,"
 "            "ESTCONTRATOS".cod_con AS nro_contrato,"
 "            SUBSTR ("ESTCONTRATOS".doc_act,"
 "                    LENGTH ("ESTCONTRATOS".doc_act) - 2,"
 "                    3"
 "                   ) AS ext,"
 "            "ESTCONTRATOS".obs_est AS observacion, "ESTCONTRATOS".ID,"
 "            "ESTCONTRATOS".val_pago AS valor_pago, estcontratos.estado,"
 "            "ESTCONTRATOS".por_eje_fis,"
 "            CASE"
 "               WHEN ID = ultacta ("ESTCONTRATOS".cod_con)"
 "                  THEN 'OK'"
 "               ELSE '-'"
 "            END ult, nro_doc, estados_1.estado estadog, estcontratos.nvisit"
 "as,"
 "            estcontratos.FEC_FIN,"
 "            estcontratos.cla_doc,estcontratos.EST_FIN,estcontratos.EST_INI,"
 "estcontratos.FEC_PINI,estcontratos.FEC_act,"
 "            estcontratos.NVis_Per,estcontratos.Por_Eje_Fis_Per,estcontratos"
 ".Saldo_Per"
 "       FROM estados "ESTADOS_1","
 "            estcontratos "ESTCONTRATOS","
 "            estados "ESTADOS""
 "      WHERE "ESTADOS".cod_est = "ESTCONTRATOS".est_ini"
 "        AND "ESTADOS_1".cod_est = "ESTCONTRATOS".est_fin"
 "   ORDER BY "ESTCONTRATOS".ID "
IMP-00041: Warning: object created with compilation warnings
 "CREATE FORCE VIEW "SIRCC_MIG"."VPAGOSJUNIO"                       ("NRO_CON"
 "","VIG_CON","COD_CON","VAL_CON","PLA_EJE_CON","VAL_PAGO_JUNIO") AS "
 "SELECT nro_con,vig_con,cod_con,val_con,pla_eje_con,"
 "       (SELECT SUM (val_total)"
 "          FROM pct2010.morden"
 "         WHERE num_compromiso IN ("
 "                                  SELECT nro_rp"
 "                                    FROM rp_contratos"
 "                                   WHERE cod_con ="
 "                                                  c.cod_con)"
 "           AND fec_egreso < '30/06/2010') AS val_pago_junio"
 "  FROM contratos c "
IMP-00041: Warning: object created with compilation warnings
 "CREATE FORCE VIEW "SIRCC_MIG"."VDOC_CONTRATOS"                       ("ETAP"
 "A","NOMBRE_DOCUMENTO","OBSERVACION","NRO_DOCUMENTO","NRO_PAGINAS","FECHA_DO"
 "CUMENTO","TIPO","USUARIO","FECHA_DIGITALIZACION","ESTADO","FECHA_ANULACION""
 ","USUARIO_ANULACION","ID","COD_CON","TIP_DOC") AS "
 "SELECT nom_eta "ETAPA",  "NOM_DOC" nombre_documento,"
 "       "OBS_DOC" observacion,  "
 "       "NRO_DOC" nro_documento,"NRO_PAG" nro_paginas,"FEC_DOC" fecha_docume"
 "nto,"EXT" tipo,"USUARIO","
 "       "FEC_REG" fecha_digitalizacion, d."ESTADO","
 "       "FECHAANUL" fecha_anulacion, "USUARIOANUL" usuario_anulacion,"ID""
 "       ,cod_con,"TIP_DOC""
 "  FROM doc_contratos d INNER JOIN etapas ON etapa = cod_eta "
IMP-00041: Warning: object created with compilation warnings
 "CREATE FORCE VIEW "SIRCC_MIG"."VDOC_CONTRATOSAC"                       ("NO"
 "M_ETA","TIP_DOC","NOM_DOCUMENTO","FECHA_DOCUMENTO","OBSERVACION","USUARIO","
 ""FEC_REG","ETAPA","EXT","COD_CON","DOCUMENTO","ID","TAMAÑO") AS "
 "SELECT   nom_eta, tip_doc, nom_doc || to_char(nro_doc) AS nom_documento,"
 "            to_char(fec_doc,'dd/mm/yyyy') fecha_documento, obs_doc observac"
 "ion, usuario, fec_reg,"
 "            etapa, ext, cod_con,DOCUMENTO,Id, Round((Length(Documento)/1024"
 "),2) Tamaño"
 "       FROM doc_contratos dc INNER JOIN etapas et ON et.cod_eta = dc.etapa"
 "      WHERE dc.estado = 'AC'"
 "   ORDER BY tip_doc, nro_doc"
IMP-00041: Warning: object created with compilation warnings
 "CREATE FORCE VIEW "SIRCC_MIG"."VRP2012"                       ("NUM_COMPROM"
 "ISO","FEC_COMPROMISO","COD_CON","NUM_CERTIFICADO") AS "
 "SELECT   num_compromiso, fec_compromiso, cod_con, num_certificado"
 "       FROM pct2012_mcompromiso mc INNER JOIN rp_contratos rp"
 "            ON rp.nro_rp = mc.num_compromiso"
 "          AND mc.vigencia = '2012'"
 "          AND rp.vigencia = '2012'"
 "   ORDER BY cod_con "
IMP-00041: Warning: object created with compilation warnings
 "CREATE FORCE VIEW "SIRCC_MIG"."VCONTRATOSC2_CD"                       ("NUM"
 "ERO","CONTRATISTA","DEPENDENCIA","TIPO","ESTADO","FEC_SUS_CON","PLA_EJE_CON"
 "","VAL_CON","EST_CON","IDE_CON","DEP_CON","TIP_CON","STIP_CON","VIG_CON","C"
 "OD_SEC","OBJ_CON","REP_LEGAL","TIP_FOR","OTR_CNS","PRO_CON","DOC_CON","NRO_"
 "PLA_CON","COD_TPRO","IDE_REP","NOM_STIP","NOM_EST","FEC_REG","USUARIO","NRO"
 "_CON","NOM_TPROC","URG_MAN","EST_CONV","FEC_APR_POL","EXO_IMP","EXO_OBS","P"
 "RO_SEL_NRO","DEPENDENCIAP","DEP_PCON","VAL_APO_GOB","VAL_OTROS","FECHAINICI"
 "O","FECHAFINAL","FECHALIQ","SECTOR") AS "
 "SELECT contratos.cod_con AS numero, vterceros.nom_ter AS contratista,"
 "          UPPER (dependencia.nom_dep) AS dependencia,"
 "          tiposcont.nom_tip AS tipo, estados.nom_est AS estado,"
 "          contratos.fec_sus_con, contratos.pla_eje_con, contratos.val_con,"
 "          contratos.est_con, contratos.ide_con, contratos.dep_con,"
 "          contratos.tip_con, contratos.stip_con, contratos.vig_con,"
 "          contratos.cod_sec, contratos.obj_con, rl.nom_ter AS rep_legal,"
 "          contratos.tip_for, contratos.otr_cns, contratos.pro_con,"
 "          contratos.doc_con, contratos.nro_pla_con, contratos.cod_tpro,"
 "          contratos.ide_rep, st.cla_con_dep nom_stip, estados.nom_est, cont"
 "ratos.fec_reg,"
 "          contratos.usuario, contratos.nro_con, tp.cod_ctr nom_tproc,"
 "          contratos.urg_man, contratos.est_conv, contratos.fec_apr_pol,"
 "          contratos.exo_imp, contratos.exo_obs, contratos.pro_sel_nro,"
 "          UPPER (dependenciaP.nom_dep) AS dependenciaP,"
 "          contratos.dep_pcon,contratos.val_apo_gob,(contratos.val_con-contr"
 "atos.val_apo_gob) val_otros,"
 "          fecha_inicio (cod_con) FechaInicio,"
 "          fecha_final (cod_con) FechaFinal,"
 "          fecha_liq (cod_con) FechaLiq,"
 "          sector.nom_sec sector"
 "    FROM "
 "          contratos INNER JOIN dependencia"
 "          ON contratos.dep_con = dependencia.cod_dep"
 "          INNER JOIN"
 "          tiposcont ON contratos.tip_con = tiposcont.cod_tip"
 "          INNER JOIN"
 "          vterceros ON contratos.ide_con = vterceros.ide_ter"
 "          INNER JOIN"
 "          estados ON contratos.est_con = estados.cod_est"
 "          INNER JOIN"
 "          sector ON contratos.cod_sec = sector.cod_sec"
 "          INNER JOIN"
 "          vterceros rl ON contratos.ide_rep = rl.ide_ter"
 "          INNER JOIN"
 "          subtipos st ON contratos.stip_con = st.cod_stip"
 "          INNER JOIN"
 "          tiposproc tp ON contratos.cod_tpro = tp.cod_tproc"
 "          INNER JOIN dependencia dependenciaP"
 "          ON contratos.dep_pcon = dependenciaP.cod_dep "
IMP-00041: Warning: object created with compilation warnings
 "CREATE FORCE VIEW "SIRCC_MIG"."VPCONTRATOS"                       ("PRO_SEL"
 "_NRO","IDE_CON","OBJ_CON","PRO_CON","PLA_EJE_CON","DEP_CON","DEP_PCON","VIG"
 "_CON","TIP_CON","STIP_CON","VAL_CON","VAL_APO_GOB","COD_SEC","TIP_FOR","OTR"
 "_CNS","NRO_PLA_CON","IDE_REP","URG_MAN","EST_CONV","APL_GAC","EST_CON","COD"
 "_CON","NRO_CON","USUARIO","FEC_REG","USBD","FEC_MOD","LUG_EJE","USUENCARGAD"
 "O","FECHAASIG","FECHARECIBIDO","NUM_SOL","COD_TPRO","ESTADO","TIPO_PLAZO",""
 "NUMGRUPOS","DEP_NEC","DEP_DEL","NOM_TPROC","POBLIG","ENCARGADO","CONTRATIST"
 "A","NOM_EST","IMAGEN","FINAL","NOMSTIP","TIPDOCUMENTO","ESTADOGEN") AS "
 "Select pc."PRO_SEL_NRO",pc."IDE_CON",pc."OBJ_CON",pc."PRO_CON",pc."PLA_EJE_"
 "CON",pc."DEP_CON",pc."DEP_PCON",pc."VIG_CON",pc."TIP_CON",pc."STIP_CON",pc."
 ""VAL_CON",pc."VAL_APO_GOB",pc."COD_SEC",pc."TIP_FOR",pc."OTR_CNS",pc."NRO_P"
 "LA_CON",pc."IDE_REP",pc."URG_MAN",pc."EST_CONV",pc."APL_GAC",pc."EST_CON",p"
 "c."COD_CON",pc."NRO_CON",pc."USUARIO",pc."FEC_REG",pc."USBD",pc."FEC_MOD",p"
 "c."LUG_EJE",pc."USUENCARGADO",pc."FECHAASIG",pc."FECHARECIBIDO",pc."NUM_SOL"
 "",pc."COD_TPRO",pc."ESTADO",pc."TIPO_PLAZO",pc."NUMGRUPOS",depnec.nom_dep D"
 "ep_Nec,depdel.nom_dep Dep_Del,Nom_TProc,htmlpoblig(PRO_SEL_NRO)  POBLIG,"
 "Nvl(TEnc.Nom_Ter ,' SIN ASIGNAR')Encargado"
 ",TCOn.Nom_Ter Contratista,"
 "pe.nom_est,pe.imagen,PE.final, st.NOM_STIP NomStip, tc.NOM_TIP TipDocumento"
 ", eg.NOM_EST EstadoGen"
 "From pcontratos pc"
 "Inner Join dependencia depnec On Dep_Con=depnec.cod_dep"
 "Inner Join dependencia depdel On Dep_PCon=depdel.cod_dep"
 "Inner Join vTIPOSPROC TProc On pc.cod_tpro = TProc.Cod_Tproc"
 "left join vTerceros TEnc On TEnc.ide_ter=UsuEncargado"
 "left join vTerceros TCon On TCon.ide_ter=Ide_Con"
 "Inner Join PEstados PE On pc.est_con=pe.cod_est"
 "Inner Join Subtipos ST On st.COD_STIP=pc.STIP_CON and st.COD_TIP=pc.TIP_CON"
 "Inner Join TiposCont Tc On tc.COD_TIP=pc.TIP_CON"
 "Left Join EstadosGenerales EG on eg.COD_EST=pc.ESTADO"
 "where pc.estado<>'AN'"
IMP-00041: Warning: object created with compilation warnings
 "CREATE FORCE VIEW "SIRCC_MIG"."VGPROCESOS"                       ("PRO_SEL_"
 "NRO","IDE_CON","OBJ_CON","PRO_CON","PLA_EJE_CON","DEP_CON","DEP_PCON","VIG_"
 "CON","TIP_CON","STIP_CON","VAL_CON","VAL_APO_GOB","COD_SEC","TIP_FOR","OTR_"
 "CNS","NRO_PLA_CON","IDE_REP","URG_MAN","EST_CONV","APL_GAC","EST_CON","COD_"
 "CON","NRO_CON","USUARIO","FEC_REG","USBD","FEC_MOD","LUG_EJE","USUENCARGADO"
 "","FECHAASIG","FECHARECIBIDO","NUM_SOL","COD_TPRO","ESTADO","TIPO_PLAZO","G"
 "RUPO","DESC_GRUPO","PLAZO2_EJE_CON","TIPO_PLAZO2","VAL_SIN_IVA","INTERVENTO"
 "RIA","AGOTAR_PPTO","CONSIDERANDOS","APORTES","REVISADOPOR","OBS_PROYECTOS","
 ""OBS_CDP","OBS_POLIZAS","DEP_NEC","DEP_DEL","NOM_TPROC","POBLIG","ENCARGADO"
 "","VAL_OTROS","VAL_IVA","NOM_EST","IMAGEN","FINAL") AS "
 "Select gp."PRO_SEL_NRO",gp."IDE_CON",gp."OBJ_CON",gp."PRO_CON",gp."PLA_EJE_"
 "CON",gp."DEP_CON",gp."DEP_PCON",gp."VIG_CON",gp."TIP_CON",gp."STIP_CON",gp."
 ""VAL_CON",gp."VAL_APO_GOB",gp."COD_SEC",gp."TIP_FOR",gp."OTR_CNS",gp."NRO_P"
 "LA_CON",gp."IDE_REP",gp."URG_MAN",gp."EST_CONV",gp."APL_GAC",gp."EST_CON",g"
 "p."COD_CON",gp."NRO_CON",gp."USUARIO",gp."FEC_REG",gp."USBD",gp."FEC_MOD",g"
 "p."LUG_EJE",gp."USUENCARGADO",gp."FECHAASIG",gp."FECHARECIBIDO",gp."NUM_SOL"
 "",gp."COD_TPRO",gp."ESTADO",gp."TIPO_PLAZO",gp."GRUPO",gp."DESC_GRUPO",gp.""
 "PLAZO2_EJE_CON",gp."TIPO_PLAZO2",gp."VAL_SIN_IVA",gp."INTERVENTORIA",gp."AG"
 "OTAR_PPTO",gp."CONSIDERANDOS",gp."APORTES",gp."REVISADOPOR",gp."OBS_PROYECT"
 "OS",gp."OBS_CDP",gp."OBS_POLIZAS",depnec.nom_dep Dep_Nec,depdel.nom_dep Dep"
 "_Del,Nom_TProc,htmlpoblig(PRO_SEL_NRO)  POBLIG,"
 "Nvl(TEnc.Nom_Ter ,' SIN ASIGNAR')Encargado, val_con-val_apo_gob Val_Otros, "
 "val_con-val_sin_iva val_iva"
 ",pe.nom_est,pe.imagen,PE.final"
 "From gprocesos gp"
 "Inner Join dependencia depnec On Dep_Con=depnec.cod_dep"
 "Inner Join dependencia depdel On Dep_PCon=depdel.cod_dep"
 "Inner Join vTIPOSPROC TProc On gp.cod_tpro = TProc.Cod_Tproc"
 "left join vTerceros TEnc On TEnc.ide_ter=UsuEncargado"
 "Inner Join PEstados PE On gp.est_con=pe.cod_est"
IMP-00041: Warning: object created with compilation warnings
 "CREATE FORCE VIEW "SIRCC_MIG"."GPROCESOSREP"                       ("PRO_SE"
 "L_NRO","IDE_CON","OBJ_CON","PRO_CON","PLA_EJE_CON","DEP_CON","DEP_PCON","VI"
 "G_CON","TIP_CON","STIP_CON","VAL_CON","VAL_APO_GOB","COD_SEC","TIP_FOR","OT"
 "R_CNS","NRO_PLA_CON","IDE_REP","URG_MAN","EST_CONV","APL_GAC","EST_CON","CO"
 "D_CON","NRO_CON","USUARIO","FEC_REG","USBD","FEC_MOD","LUG_EJE","USUENCARGA"
 "DO","FECHAASIG","FECHARECIBIDO","NUM_SOL","COD_TPRO","ESTADO","TIPO_PLAZO","
 ""GRUPO","DESC_GRUPO","PLAZO2_EJE_CON","TIPO_PLAZO2","VAL_SIN_IVA","INTERVEN"
 "TORIA","AGOTAR_PPTO","CONSIDERANDOS","APORTES","REVISADOPOR","OBS_PROYECTOS"
 "","OBS_CDP","OBS_POLIZAS","DEP_NEC","DEP_DEL","NOM_TPROC","POBLIG","ENCARGA"
 "DO","CONTRATISTA","NOM_EST","IMAGEN","FINAL","NOM_TIP","NOM_STIP","NOM_PLA""
 ","NOM_ESTADO") AS "
 "Select pc."PRO_SEL_NRO",pc."IDE_CON",pc."OBJ_CON",pc."PRO_CON",pc."PLA_EJE_"
 "CON",pc."DEP_CON",pc."DEP_PCON",pc."VIG_CON",pc."TIP_CON",pc."STIP_CON",pc."
 ""VAL_CON",pc."VAL_APO_GOB",pc."COD_SEC",pc."TIP_FOR",pc."OTR_CNS",pc."NRO_P"
 "LA_CON",pc."IDE_REP",pc."URG_MAN",pc."EST_CONV",pc."APL_GAC",pc."EST_CON",p"
 "c."COD_CON",pc."NRO_CON",pc."USUARIO",pc."FEC_REG",pc."USBD",pc."FEC_MOD",p"
 "c."LUG_EJE",pc."USUENCARGADO",pc."FECHAASIG",pc."FECHARECIBIDO",pc."NUM_SOL"
